DEG2020	DEG20200001	AAMP	HGNC:18	-	-	angio associated migratory cell protein	Homo sapiens	2q
DEG2020	DEG20200002	AARS2	HGNC:21022	-	-	alanyl-tRNA synthetase 2, mitochondrial	Homo sapiens	6p21.1
DEG2020	DEG20200003	AASDHPPT	HGNC:14235	-	-	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	Homo sapiens	11q22
DEG2020	DEG20200004	AATF	HGNC:19235	-	-	apoptosis antagonizing transcription factor	Homo sapiens	17q12
DEG2020	DEG20200005	AATK	HGNC:21	-	-	apoptosis-associated tyrosine kinase	Homo sapiens	17q25.3
DEG2020	DEG20200006	ABCA8	HGNC:38	-	-	ATP binding cassette subfamily A member 8	Homo sapiens	17q24
DEG2020	DEG20200007	ABCB7	HGNC:48	-	-	ATP binding cassette subfamily B member 7	Homo sapiens	Xq13.3
DEG2020	DEG20200008	ABCF1	HGNC:70	-	-	ATP binding cassette subfamily F member 1	Homo sapiens	6p21.33
DEG2020	DEG20200009	ABCF2	HGNC:71	-	-	ATP binding cassette subfamily F member 2	Homo sapiens	7q36.1
DEG2020	DEG20200010	ABHD10	HGNC:25656	-	-	abhydrolase domain containing 10	Homo sapiens	3q13.2
DEG2020	DEG20200011	ABHD11	HGNC:16407	-	-	abhydrolase domain containing 11	Homo sapiens	7q11.23
DEG2020	DEG20200012	ABRA	HGNC:30655	-	-	actin binding Rho activating protein	Homo sapiens	8q23.1
DEG2020	DEG20200013	ACACA	HGNC:84	-	-	acetyl-CoA carboxylase alpha	Homo sapiens	17q12
DEG2020	DEG20200014	ACBD4	HGNC:23337	-	-	acyl-CoA binding domain containing 4	Homo sapiens	17q21.31
DEG2020	DEG20200015	ACHE	HGNC:108	-	-	acetylcholinesterase (Yt blood group)	Homo sapiens	7q22
DEG2020	DEG20200016	ACLY	HGNC:115	-	-	ATP citrate lyase	Homo sapiens	17q21.2
DEG2020	DEG20200017	ACO2	HGNC:118	-	-	aconitase 2	Homo sapiens	22q13.2
DEG2020	DEG20200018	ACOT2	HGNC:18431	-	-	acyl-CoA thioesterase 2	Homo sapiens	14q24.3
DEG2020	DEG20200019	ACOX1	HGNC:119	-	-	acyl-CoA oxidase 1, palmitoyl	Homo sapiens	17q25.1
DEG2020	DEG20200020	ACSL3	HGNC:3570	-	-	acyl-CoA synthetase long-chain family member 3	Homo sapiens	2q34-q35
DEG2020	DEG20200021	ACTB	HGNC:132	-	-	actin, beta	Homo sapiens	7p22
DEG2020	DEG20200022	ACTG1	HGNC:144	-	-	actin gamma 1	Homo sapiens	17q25.3
DEG2020	DEG20200023	ACTL6A	HGNC:24124	-	-	actin like 6A	Homo sapiens	3q26.33
DEG2020	DEG20200024	ACTN4	HGNC:166	-	-	actinin, alpha 4	Homo sapiens	19q13
DEG2020	DEG20200025	ACTR10	HGNC:17372	-	-	actin-related protein 10 homolog (S. cerevisiae)	Homo sapiens	14q23.1
DEG2020	DEG20200026	ACTR1A	HGNC:167	-	-	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)	Homo sapiens	10q24
DEG2020	DEG20200027	ACTR3	HGNC:170	-	-	ARP3 actin-related protein 3 homolog (yeast)	Homo sapiens	2q14.1
DEG2020	DEG20200028	ACTR6	HGNC:24025	-	-	ARP6 actin-related protein 6 homolog (yeast)	Homo sapiens	12q23.1
DEG2020	DEG20200029	ACTR8	HGNC:14672	-	-	ARP8 actin-related protein 8 homolog (yeast)	Homo sapiens	3p21.31
DEG2020	DEG20200030	ADAM23	HGNC:202	-	-	ADAM metallopeptidase domain 23	Homo sapiens	2q33
DEG2020	DEG20200031	ADAT3	HGNC:25151	-	-	adenosine deaminase, tRNA-specific 3	Homo sapiens	19p13.3
DEG2020	DEG20200032	ADCK4	HGNC:19041	-	-	aarF domain containing kinase 4	Homo sapiens	19q13.2
DEG2020	DEG20200033	ADCY4	HGNC:235	-	-	adenylate cyclase 4	Homo sapiens	14q11.2
