Dimension,Epochs,Length_of_Walk,Num_Walks,Context_Size,Return_Hyperparam,Accuracy,Balanced_Accuracy,F1_Score,Matthews_Corrcoef,Roc_Auc,Precision,Recall
32,1,80,10,10,0.5,0.9319517930629042,0.7242708777124427,0.5636192271442035,0.5415024450563647,0.7242708777124427,0.706855791962175,0.46865203761755486
32,1,80,10,10,1,0.9300411522633745,0.7211088820582484,0.5543071161048689,0.5297952090258929,0.7211088820582484,0.6883720930232559,0.46394984326018807
32,1,80,10,10,2,0.9334215167548501,0.7314052590960439,0.5762394761459307,0.5538660250949241,0.731405259096044,0.7146171693735499,0.4827586206896552
32,1,80,10,20,0.5,0.931657848324515,0.7276217440773908,0.5666356011183596,0.5424698293585001,0.7276217440773908,0.6988505747126437,0.47648902821316613
32,1,80,10,20,1,0.934156378600823,0.7240820070016889,0.5700575815738964,0.5528004797694607,0.7240820070016889,0.7351485148514851,0.46551724137931033
32,1,80,10,20,2,0.9273956496178718,0.705597080562128,0.5277246653919694,0.5048643786890318,0.705597080562128,0.6764705882352942,0.43260188087774293
32,1,80,20,10,0.5,0.9303350970017636,0.7121371419972201,0.5442307692307692,0.5245512754142581,0.71213714199722,0.7039800995024875,0.44357366771159873
32,1,80,20,10,1,0.9347442680776014,0.7307298492999836,0.5795454545454546,0.5602002259410626,0.7307298492999836,0.7320574162679426,0.47962382445141066
32,1,80,20,10,2,0.9297472075249853,0.7237571392111865,0.5565862708719852,0.5304293813319162,0.7237571392111865,0.6818181818181818,0.4702194357366771
32,1,80,20,20,0.5,0.9332745443856555,0.7278111231884427,0.571698113207547,0.5506585604575571,0.7278111231884425,0.7180094786729858,0.47492163009404387
32,1,80,20,20,1,0.9285714285714286,0.710461454614597,0.5371428571428571,0.514455330820778,0.710461454614597,0.6844660194174758,0.44200626959247646
32,1,80,20,20,2,0.9332745443856555,0.7285137324004527,0.5725047080979284,0.5511389841767831,0.7285137324004527,0.7169811320754716,0.47648902821316613
32,1,120,10,10,0.5,0.9315108759553204,0.7212171713217492,0.5587121212121212,0.5371039322934081,0.7212171713217492,0.7057416267942583,0.46238244514106586
32,1,120,10,10,1,0.9348912404467961,0.7371344220556251,0.5871388630009319,0.5651405140969522,0.7371344220556251,0.7241379310344828,0.493730407523511
32,1,120,10,10,2,0.9294532627865961,0.7109479936999035,0.5402298850574712,0.5191972216384475,0.7109479936999035,0.6945812807881774,0.44200626959247646
32,1,120,10,20,0.5,0.9320987654320988,0.7229467491359737,0.5625,0.5413032584111636,0.7229467491359738,0.7105263157894737,0.46551724137931033
32,1,120,10,20,1,0.9320987654320988,0.7180284846519034,0.5566218809980806,0.537866705728284,0.7180284846519034,0.7178217821782178,0.45454545454545453
32,1,120,10,20,2,0.9345972957084068,0.7341618055124828,0.5829428303655108,0.5616805853922369,0.7341618055124827,0.7249417249417249,0.48746081504702193
32,1,120,20,10,0.5,0.9288653733098178,0.7162445080057794,0.5451127819548872,0.5204033992023784,0.7162445080057795,0.6807511737089202,0.45454545454545453
32,1,120,20,10,1,0.9334215167548501,0.7363235235801142,0.5817174515235457,0.5572815057724659,0.7363235235801142,0.7078651685393258,0.493730407523511
