Protein_ID,Emb_1,Emb_2,Emb_3,Emb_4,Emb_5,Emb_6,Emb_7,Emb_8,Emb_9,Emb_10,Emb_11,Emb_12,Emb_13,Emb_14,Emb_15,Emb_16,Emb_17,Emb_18,Emb_19,Emb_20,Emb_21,Emb_22,Emb_23,Emb_24,Emb_25,Emb_26,Emb_27,Emb_28,Emb_29,Emb_30,Emb_31,Emb_32,
32882,1.91801,-0.528007,-0.382845,-3.15968,0.413137,-0.796339,2.09233,-0.000925144,-3.76866,-3.37531,-0.0154863,-0.0978972,0.723768,-0.0668473,0.687065,0.0291194,-0.136768,0.697501,-0.108809,0.509481,-0.0173705,0.0949344,-0.265331,0.166183,0.0185453,0.130745,-0.130371,0.137808,-0.122536,0.0483491,-0.271385,0.0111825
31954,2.21501,-0.289253,-0.979451,-3.30168,0.521706,-0.672102,2.24508,-0.0505739,-4.11806,-4.06471,-0.0542975,-0.0565567,0.278113,-0.0310609,0.488994,0.111362,0.0419983,0.82152,-0.126164,0.188685,0.219138,0.0714048,-0.07899,0.144016,0.0567481,0.179113,0.0535828,-0.0219984,-0.212467,-0.00930567,0.0187284,0.0575456
31903,2.31149,-0.348766,-0.916698,-3.497,0.532435,-0.75727,2.42418,-0.150638,-4.22773,-4.36071,0.0560416,-0.0703246,0.280977,-0.054918,0.412469,0.0604121,0.149754,0.902744,-0.101201,0.206085,-0.0763729,0.0691984,-0.123608,0.0630846,0.175632,0.144591,0.0235577,0.100307,-0.229659,-0.132936,-0.110204,0.13224
31225,2.05862,-0.340468,-0.809861,-2.89652,0.40659,-0.691453,2.30728,0.16727,-3.56729,-3.4006,0.150131,-0.0202924,0.294208,-0.142568,0.965389,-0.113211,0.00116291,0.841803,-0.144984,0.291945,0.0213134,0.0663077,-0.186264,0.118853,0.169412,-0.138839,-0.0916964,-0.0732892,-0.385016,0.223663,-0.108633,0.081618
32035,2.19819,-0.209496,-0.828374,-3.28321,0.429055,-0.822383,2.37687,0.0918671,-3.90323,-4.11396,-0.050356,-0.0449454,0.191505,0.173154,0.52263,0.143274,0.216824,0.893637,0.109356,0.061458,-0.000948597,-0.0474578,-0.159879,0.0175069,0.225415,0.0821623,0.1021,-0.060075,-0.109552,0.0613321,-0.124473,0.174004
35035,2.08425,-0.146094,-0.818406,-3.1233,0.449848,-0.702974,2.3285,-0.180633,-3.77478,-3.62466,-0.146601,0.149242,0.192791,0.0559469,0.566197,-0.21055,0.329943,1.0046,0.220087,0.0316955,-0.042258,0.107931,-0.167584,-0.0357888,0.271099,0.317665,0.0214344,0.0745643,-0.159259,0.10904,-0.0886425,0.230755
35724,2.11471,-0.23215,-0.868723,-3.19038,0.589739,-0.756868,2.12827,0.0086816,-3.83512,-3.94933,-0.218431,0.0633589,0.446292,0.00269388,0.235882,-0.216545,0.0776639,0.943235,-0.0498384,0.110545,0.0954293,0.111463,-0.177455,0.190099,0.369909,0.166133,-0.11056,0.0859074,0.06889,-0.0333792,-0.141773,0.123113
32509,1.9992,-0.483301,-0.926959,-3.1717,0.58915,-0.53428,2.21501,-0.198758,-3.77342,-3.77951,-0.269978,0.011999,0.271948,-0.053673,0.554808,-0.0227278,0.235998,0.772147,-0.0803953,0.0277731,0.287452,0.0136138,-0.152788,0.241384,0.112321,0.0724453,0.0292592,0.0547818,-0.279568,0.0316929,-0.152526,0.0958061
32977,2.16274,-0.24392,-0.620634,-3.35987,0.410188,-0.676502,2.35419,0.315632,-3.65726,-4.15012,0.11009,-0.131455,0.373347,-0.10991,0.505675,0.211518,0.298839,0.899947,0.0620887,0.146694,0.0515245,0.0874902,-0.0800706,0.0314656,0.122315,-0.174001,0.160407,0.153097,-0.110939,0.0116391,-0.037471,0.307886
35920,1.85831,-0.428458,-0.893561,-3.0456,0.594032,-0.537777,2.51777,-0.00622458,-3.32995,-3.6142,-0.044981,-0.00735638,0.400556,-0.127466,0.476123,-0.361136,-0.231329,1.06946,-0.0820149,0.140135,-0.257224,0.123004,-0.414098,0.220508,-0.0411987,0.381028,0.406764,0.194165,-0.125415,-0.141595,0.0539364,0.224071
32268,1.97532,-0.526396,-1.10576,-3.17589,0.816939,-0.273458,2.27324,0.0638314,-3.69512,-3.89976,-0.0143641,-0.168839,0.16554,-0.0893965,0.46713,0.00602167,-0.184433,0.992675,0.142953,0.0463202,-0.18246,-0.126177,-0.206937,0.0178361,0.159332,0.201603,0.140231,-0.0215072,-0.169296,-0.110099,-0.115307,-0.10496
31882,2.20807,-0.363217,-0.873108,-3.37511,0.617875,-0.778231,2.28482,-0.0362834,-4.0779,-4.24059,0.0387828,-0.0672162,0.314266,-0.10233,0.342831,0.0445943,0.0658029,0.878707,-0.162583,0.185939,-0.166309,0.0668938,-0.0643982,-0.018052,0.1776,0.183695,0.166153,0.11632,-0.158943,-0.0807084,-0.087732,0.0208346
34479,2.23755,-0.257347,-0.838564,-3.24728,0.506999,-0.718971,2.35948,-0.195324,-3.93248,-4.18082,-0.015787,0.0944585,0.212194,-0.0288031,0.425674,0.00677294,0.0131817,0.881422,-0.142826,0.177003,-0.047227,-0.0107376,-0.262355,-0.0157199,0.199124,0.0326169,-0.00933888,-0.0494423,-0.0241382,-0.231739,-0.226852,0.0101934
32000,2.1675,-0.464409,-0.894562,-3.06538,0.636507,-0.776292,2.31326,-0.202184,-3.81797,-4.06567,0.0135709,0.0642938,0.0426387,0.0869823,0.55706,-0.34179,0.143312,0.822635,0.0583018,0.38883,-0.000465911,0.0888971,-0.00459282,-0.0599449,-0.0726043,0.0252155,-0.0856852,0.074045,-0.058174,0.054562,0.160824,0.104552
34289,2.16599,-0.395123,-0.695155,-3.20951,0.591712,-0.788132,2.26311,-0.0395221,-3.76805,-4.01368,-0.00453731,-0.145357,0.343104,-8.68758e-05,0.611356,-0.159539,0.228108,0.910768,0.0918973,0.228208,-0.0509861,-0.102256,-0.0637701,-0.131712,-0.263826,-0.0518094,-0.090129,-0.0507983,-0.079749,-0.00631794,0.0562535,0.0914685
35083,2.15865,-0.250833,-1.02248,-3.17353,0.577826,-0.752922,2.22241,-0.0314959,-3.79892,-4.04696,-0.15983,0.0111789,0.221507,-0.182347,0.617711,0.189584,0.351707,0.80456,-0.059708,0.0716858,0.0648311,-0.06982,-0.0767122,0.180924,0.135105,0.183834,-0.138388,-0.0448417,0.0347471,-0.0322556,-0.061496,0.0538775
33832,2.22065,-0.429493,-0.886794,-3.3224,0.482087,-0.801179,2.30829,-0.149166,-4.07113,-4.18327,-0.13353,-0.086702,0.233894,-0.0551872,0.365981,0.039889,0.137079,0.833519,0.0819577,0.161032,-0.0193875,0.173628,-0.127883,0.176615,0.00950008,0.0454249,0.00798827,-0.037688,-0.22821,-0.0129311,-0.0955318,0.0659744
33127,2.07785,-0.469123,-0.89014,-3.31907,0.288375,-0.727631,2.27739,-0.172933,-3.88272,-4.09616,-0.204864,0.156001,0.317146,-0.0455744,0.552907,0.159474,0.146888,0.739131,-0.0725404,0.199277,0.124938,-0.143539,-0.10121,-0.0437601,0.196677,0.270248,-0.00560953,0.0359345,-0.0543021,-0.0661021,0.0188783,0.00772744
36622,2.22457,-0.391076,-1.05204,-3.15672,0.655406,-0.652076,2.18819,-0.0678519,-3.94733,-4.08563,-0.0544821,-0.0768762,0.232576,0.015264,0.260817,0.0367263,0.114217,0.883678,0.130071,0.260796,0.225073,0.204782,-0.184692,-0.111024,-0.101094,0.0236546,0.196286,-0.0832793,-0.0700617,-0.05774,-0.0846182,0.279626
32694,2.06294,-0.038383,-0.812465,-3.13262,0.636748,-0.757491,2.04289,0.0286477,-3.61305,-3.76373,-0.208302,-0.136913,0.499216,0.027378,0.537451,0.168723,0.174149,0.976452,-0.0715984,-0.0435224,0.151515,-0.233029,-0.335527,-0.00214481,0.170168,0.428057,0.115578,-0.0248615,-0.227536,-0.149912,-0.115951,0.188745
33829,2.07919,-0.397557,-0.927897,-3.38869,0.540628,-0.654498,2.3475,0.0861719,-3.81735,-4.28593,-0.0742773,-0.2116,0.280174,0.0474925,0.342714,0.0438554,0.135879,0.806181,-0.00637308,0.154237,0.0600257,-0.0957878,-0.153608,-0.0825027,0.0883085,-0.0418246,0.171297,0.0406835,-0.00047985,-0.0469041,-0.140595,0.381
